country,description,designation,points,province,taster_name,taster_twitter_handle,title,variety,winery
Spain,"This Toro wine is a mindblower. The nose is exemplary: it bursts with smooth, rooty aromas of licorice, kirsch and roasted black plum. The palate is huge and tannic but luxurious, and the flavors of tobacco, cedar, lemon peel, spice and black fruit set up a finish with espresso, black cherry and a wall of tannins. Drink now through 2018.",Termanthia,95,Northern Spain,Michael Schachner,@wineschach,Numanthia 2009 Termanthia  (Toro),Tinta de Toro,Numanthia
Spain,"Warm, earthy, ultraripe aromas of blackberry, raisin and cassis announce a bold, forward, fiercely tannic palate. Flavors of lactic oak, baked blackberry, cassis and licorice finish long, toasty, dark and chocolaty. This is brash, powerful and modern. Lusty and built to age; drink from 2018–2032.",Termanthia,95,Northern Spain,Michael Schachner,@wineschach,Numanthia 2011 Termanthia  (Toro),Tinta de Toro,Numanthia
England,"Touches of vanilla, cream and lovely hints of oatmeal allude to developing, evolving autolytic notes. These are edged with pure lemon, giving equal expression to emollience and freshness. On the midpalate the creamy, generous richness of yeast comes through, providing stucture and a canvas against which tart apple and Amalfi lemon can play. Depth and serious intent shows amid the sensuously fine fizz. Although this wine is refreshing and bright now, more bottle age will make it even more alluring. The pure and lasting finish leaves you wanting more. Drink 2017–2017.",Blanc de Blancs,95,England,Anne Krebiehl MW,@AnneInVino,Nyetimber 2010 Blanc de Blancs Chardonnay (England),Chardonnay,Nyetimber
US,"A booming but expertly balanced wine, this blend of 54% Syrah, 18% Petite Sirah, 18% Zinfandel and 10% Grenache shows aromas of black currant, black olive, black cherry, sweet woody spice and powdered hot cocoa. Elegant mocha and cappuccino notes thrive on the palate, which is brightened by penetrating acidity. It boasts perfectly polished tannins and ripe fig flavors, with a flash of dark chocolate on the finish.",Reckoning,96,California,Matt Kettmann,@mattkettmann,ONX 2015 Reckoning Red (Templeton Gap District),Red Blend,ONX
Italy,"Underbrush, intense rose petal, rosemary, grilled herbs and red berry scents leap from the glass. Polished and almost pulsating with energy, the palate displays succulent red cherry, sage, leather, cinnamon and white pepper alongside supple tannins and vibrant acidity. Drink after 2020 for more complexity.",Brunate,95,Piedmont,Kerin O’Keefe,@kerinokeefe,Oddero 2010 Brunate  (Barolo),Nebbiolo,Oddero
US,"It's amazing how veteran winemakers like Adam Tolmach are able to extract such deep flavors from a wine and yet keep it fresh and light. This awesome bottling shows boisterous pomegranate, hibiscus, fig, crushed graphite, black pepper and dried tarragon on the ripely layered nose. The lush and soft palate buttons it up a bit, offering light licorice, minty cola, black cherry and vanilla dust.",Kessler-Haak Vineyard,95,California,Matt Kettmann,@mattkettmann,Ojai 2014 Kessler-Haak Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Ojai
France,"Named after the ruined abbey which the vineyard surrounds, this is a smooth, generous and beautifully opulent wine. The vines, owned by the Leflaive family, give a bold, spicy wine, rich in white stone fruits, intense acidity and a firm mineral texture. There is just enough toasty flavor to give the wine extra complexity. Drink this impressive wine from 2021.",Abbaye de Morgeot Premier Cru,95,Burgundy,Roger Voss,@vossroger,Olivier Leflaive 2014 Abbaye de Morgeot Premier Cru  (Chassagne-Montrachet),Chardonnay,Olivier Leflaive
Hungary,"This amber-colored Hungarian stunner has ethereal aromas of raw honey, beeswax, freshly baked tarte Tatin, canned apricot and fresh pear. It is silky smooth and creamy in the mouth with pronounced flavors of clover honey, pear tart and baked sweet apples. The acidity is perfectly balanced so you can appreciate its velvety richness without feeling that the sweetness is too cloying.",Eszencia,96,Tokaji,Jeff Jenssen,@worldwineguys,Oremus 2005 Eszencia  (Tokaji),Furmint,Oremus
Italy,"This opens with a classic Sangiovese fragrance of crushed violet, blue iris, perfumed berry, underbrush and baking spice with a whiff of leather and menthol. Structured but elegant, the palate offers crunchy red cherry, juicy raspberry, white pepper clove and savory herb alongside a tannic backbone and fresh acidity. It has great aging potential. Drink 2016–2030.",Etichetta Storica Gran Selezione,95,Tuscany,Kerin O’Keefe,@kerinokeefe,Ormanni 2010 Etichetta Storica Gran Selezione  (Chianti Classico),Sangiovese,Ormanni
Italy,"Forest floor, dark-skinned berry, leather and tilled earth aromas unfold in the glass. The full-bodied, elegant palate offers mature black cherry, black raspberry, ground pepper, anise and chopped mint framed in ripe, tightly packed tannins. It's young and assertive, but also balanced, with real aging potential. Drink 2020–2035.",Riserva,96,Tuscany,Kerin O’Keefe,@kerinokeefe,Padelletti 2010 Riserva  (Brunello di Montalcino),Sangiovese,Padelletti
US,"Extremely dark in color and nearly opaque, this bottling shows dried violet, lilac and lavender scents, along with a charred black currant essence that's rich but not sweet. Prominent acidity and soft but structured tannins present roasted black fruit and baking spice flavors. Drink 2019–2030.",The Golden Road Yankowski Weeks Vineyard,95,California,Matt Kettmann,@mattkettmann,Paix Sur Terre 2015 The Golden Road Yankowski Weeks Vineyard Monastrell,Monastrell,Paix Sur Terre
US,"Plump and ripe Montmorency cherry kicks off the aromas on this bottling, followed by rain-on-slate minerality, slight hints of cola and a growing sense of sour cranberry. The palate also begins with riper red fruit before diving into extreme minerality and intriguing texture. Then comes tart plums and cranberries, all dusted by savory touches of white pepper. It's quite a ride.",Cargasacchi Vineyard,96,California,Matt Kettmann,@mattkettmann,Pali 2014 Cargasacchi Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Pali
Italy,"This polished and structured Barolo presents rich fruit and floral scents of black cherry, plum and rose. The dark fruit and spice flavors layered with eucalyptus and balsamic notes are delicious. It's still young, with bracing but ripe tannins that need to soften, but this already shows great complexity.",Bric dël Fiasc,95,Piedmont,Kerin O’Keefe,@kerinokeefe,Paolo Scavino 2009 Bric dël Fiasc  (Barolo),Nebbiolo,Paolo Scavino
Italy,"Hailing from 70-year-old vines in Cannubi, the most storied vineyard in Barolo, this stunning wine is intensely perfumed with rose petal, violet, sage and eucalyptus notes. The juicy palate delivers creamy black cherry, herb and mineral notes. It's beautifully balanced and has great depth, wonderful energy and ample complexity.",Cannubi,96,Piedmont,Kerin O’Keefe,@kerinokeefe,Paolo Scavino 2009 Cannubi  (Barolo),Nebbiolo,Paolo Scavino
Italy,"Fragrant and elegantly structured, this beautiful wine opens with scents of perfumed berry, rose petal and dark berry. The full-bodied palate delivers layers of ripe black cherry, crushed raspberry, white pepper and baking spice alongside a backbone of firm, refined tannins and fresh acidity. It's still young so give it time to reach its full potential. Drink 2019–2026.",Bric dël Fiasc,95,Piedmont,Kerin O’Keefe,@kerinokeefe,Paolo Scavino 2011 Bric dël Fiasc  (Barolo),Nebbiolo,Paolo Scavino
Italy,"Aromas of mature iris, blackberry, tobacco, crushed mint and baking spice lift out of the glass on this gorgeous Barolo. Despite the scorching heat, the Scavino made a supremely elegant wine, boasting black cherry, crushed black raspberry, menthol, star anise and ground clove framed in fine-grained, velvety tannins and fresh acidity. A gorgeous wine. Drink 2020–2031.",Rocche dell'Annunziata Riserva,96,Piedmont,Kerin O’Keefe,@kerinokeefe,Paolo Scavino 2011 Rocche dell'Annunziata Riserva  (Barolo),Nebbiolo,Paolo Scavino
Italy,"What a fabulous vintage for this fragrant, radiant wine. Opening with alluring scents of iris, rose, culinary spice and perfumed berry, the focused palate delivers crushed strawberry, red cherry, cinnamon and star anise. It's loaded with finesse, thanks to firm ultrarefined tannins and bright acidity. Drink 2022–2033.",Bricco Ambrogio,95,Piedmont,Kerin O’Keefe,@kerinokeefe,Paolo Scavino 2013 Bricco Ambrogio  (Barolo),Nebbiolo,Paolo Scavino
Italy,"Intensely fragrant, this beautiful, vibrant wine offers enticing scents of iris, violet, rose and perfumed wild berry. It's elegantly structured and loaded with finesse, offering cherry, strawberry, crushed herb, coffee and white pepper alongside taut refined tannins. It's impeccably balanced, with bright acidity. Give it time to fully unwind and develop even more complexity.",Cannubi,95,Piedmont,Kerin O’Keefe,@kerinokeefe,Paolo Scavino 2013 Cannubi  (Barolo),Nebbiolo,Paolo Scavino
Italy,"Aromas of red berry, rose petal, blue flower, crushed herb and a whiff of espresso lift out of the glass along with a menthol note. The taut vibrant palate offers crushed strawberry, tart cherry, white pepper and star anise alongside tightly knit fine-grained tannins. It's extremely elegant but still youthfully austere at this stage so give it several more years to unwind. Drink 2023–2038.",Monvigliero,95,Piedmont,Kerin O’Keefe,@kerinokeefe,Paolo Scavino 2013 Monvigliero  (Barolo),Nebbiolo,Paolo Scavino
France,"The match for the red wine under the same name, this wine comes from organically grown vines in the village of Champtin. It is rich, full of white currant as well as crisp apple. The tight texture and intense minerality mark it out as a wine to age, while its elegance underlines its fine future. Drink from 2018.",Sauvage,95,Loire Valley,Roger Voss,@vossroger,Pascal Jolivet 2014 Sauvage  (Sancerre),Sauvignon Blanc,Pascal Jolivet
Argentina,"If you love massive Argentine reds with purity of fruit and fine oak, then this blend is up your alley. Toasty blackberry aromas come with plenty of oak grain, vanilla and depth. This is profoundly deep on the palate, while toasty blackberry, chocolate and peppery flavors finish with mocha and bracing tannins that aren't too rocky or hard. Drink through 2025.",Finca Pedregal Single Vineyard Barrancas Maipú Selected Lots,95,Mendoza Province,Michael Schachner,@wineschach,Pascual Toso 2014 Finca Pedregal Single Vineyard Barrancas Maipú Selected Lots Cabernet Sauvignon-Malbec (Mendoza),Cabernet Sauvignon-Malbec,Pascual Toso
Italy,"Layered fragrances suggest perfumed berry, orange zest, crushed wild flower, baking spice and tobacco. The smooth, full-bodied palate delivers a great depth of flavors that include creamy cherry, juicy raspberry, thyme, mint, cocoa and energizing mineral. It's superbly balanced with fresh acidity and velvety tannins. Drink 2015–2024.",Contrada P,95,Sicily & Sardinia,Kerin O’Keefe,@kerinokeefe,Passopisciaro 2012 Contrada P Nerello Mascalese (Terre Siciliane),Nerello Mascalese,Passopisciaro
Italy,"Aromas of rose petal, perfumed berry and exotic spice lead the nose. It's radiant, with wonderful intensity and elegance, delivering ripe red cherry, raspberry compote, mineral, licorice, baking spice and a hint of mint alongside a backbone of firm, fine-grained tannins and edgy acidity. Despite the full structure and youthful tension, it has a remarkably silky, supple texture. Drink 2018–2032.",Contrada R,95,Sicily & Sardinia,Kerin O’Keefe,@kerinokeefe,Passopisciaro 2012 Contrada R Nerello Mascalese (Terre Siciliane),Nerello Mascalese,Passopisciaro
Italy,"Alluring, ethereal scents of perfumed berry, aromatic herb, fragrant blue flower, new leather, orange zest and exotic spice abound on this radiant wine. The smooth, vibrant palate is loaded with finesse, delivering juicy red cherry, raspberry, cake spice and energizing mineral. Silky, supple tannins and bright acidity provide impeccable balance. It's already extremely tempting but hold for even more complexity. Drink 2018–2025.",Contrada R,97,Sicily & Sardinia,Kerin O’Keefe,@kerinokeefe,Passopisciaro 2013 Contrada R Nerello Mascalese (Terre Siciliane),Nerello Mascalese,Passopisciaro
US,"Named after neighboring winery owner Mike Etzel (Beaux Frères), this exceptional wine is brilliantly focused and rippling with muscular depth. The palate is etched with blackberry and black cherry fruit, immersed in lush vanilla, coffee and caramel tones. It's instantly gratifying, impossibly seductive and exceptional in every way.",Estate Vineyard Etzel Block,96,Oregon,Paul Gregutt,@paulgwine ,Patricia Green Cellars 2015 Estate Vineyard Etzel Block Pinot Noir (Ribbon Ridge),Pinot Noir,Patricia Green Cellars
US,"High in acidity with a voluptuously sleek and supple body, this is a smoothly tamed wine. It's youthful and structured, with a mix of citrus, black cherry and cola. Medium bodied, it's memorably balanced and possesses subtle power.",Hyde Vineyard,95,California,Virginie Boone,@vboone,Patz & Hall 2013 Hyde Vineyard Pinot Noir (Carneros),Pinot Noir,Patz & Hall
US,"This voluptuously seductive wine is also elegantly balanced. Citrus, wet stone and sea salt lift the minerality to pronounced levels, accented by a crispness of lemon peel and papaya wrapped in blossoming jasmine. Many of the vines on the site date back nearly 40 years, a demonstration that in age there is beauty.",Dutton Ranch,95,California,Virginie Boone,@vboone,Patz & Hall 2014 Dutton Ranch Chardonnay (Russian River Valley),Chardonnay,Patz & Hall
US,"This is the kind of wine that might leave you speechless, it's so good, so complex and so well made. The tenth vintage from this marquee vineyard site, it shows dark-golden color and pungent toasted-oak aromas, with a touch of petrol. Smooth and nearly full bodied, it celebrates all notions of pear, apple and almond atop lifted acidity and a lengthy finish.",Hudson Vineyard,95,California,Virginie Boone,@vboone,Patz & Hall 2014 Hudson Vineyard Chardonnay (Carneros),Chardonnay,Patz & Hall
US,"This fine marriage of site and winemaker shows experience and intuition at work, presenting a full-bodied, lush and plush expression of tremendous depth and complexity. It offers notes of tart apple, licorice and a wealth of orange zest, which adds a touch of citrusy crispness to the naturally buoyant minerality and nuanced oak. It has much more to share; drink now through 2020.",Hyde Vineyard,95,California,Virginie Boone,@vboone,Patz & Hall 2014 Hyde Vineyard Chardonnay (Carneros),Chardonnay,Patz & Hall
France,"Dried lemon peel and hay flowers make for an inviting nose. On the palate, the vivid brightness of lemon brightens notes of tart apple and the merest touch of earth and stone. This is precise and pure, absolutely dry and magnificent. The freshness is incisive and invigorating. It's another one of those gloriously bright and unapologetically fresh 2014 Rieslings. Clearly a vintage for adults only. The finish is lip-smackingly clean and utterly moreish. Drink 2017–2037.",Schlossberg Grand Cru,95,Alsace,Anne Krebiehl MW,@AnneInVino,Paul Blanck 2014 Schlossberg Grand Cru Riesling (Alsace),Riesling,Paul Blanck
US,"Sunflower-gold in color, this heady, hedonistic Chardonnay brims with aromas of toasted brioche, lemon and herb. Bright and completely balanced, it invites sip after sip until there simply is no more. Concentrated and complex it finishes dry, lingering in beautiful layers on the tongue.",Ellen Lane Estate,95,California,Virginie Boone,@vboone,Paul Hobbs 2012 Ellen Lane Estate Chardonnay (Russian River Valley),Chardonnay,Paul Hobbs
US,"Still tight, and expertly crafted and structured, this single-vineyard estate wine is meticulous in velvety, plush texture, completely seductive at every angle. Rich red cherry, pomegranate and vanilla improvise against one another without ever missing a beat, finishing in fully integrated flavor. Drink now through 2022.",Katherine Lindsay Estate,96,California,Virginie Boone,@vboone,Paul Hobbs 2012 Katherine Lindsay Estate Pinot Noir (Russian River Valley),Pinot Noir,Paul Hobbs
US,"This exquisitely crafted model of balance offers lemon-bar meringue and baked pear on the nose before revealing a tightrope of minerality and lush concentration on the palate, weighted perfectly against each other. Fleshy and delicious, the wine has so much fine fruit to offer now it'd be shame to wait, yet it will clearly hold onto its beauty with age.",Richard Dinner Vineyard,95,California,Virginie Boone,@vboone,Paul Hobbs 2012 Richard Dinner Vineyard Chardonnay (Sonoma Mountain),Chardonnay,Paul Hobbs
France,"This lush, concentrated Viognier combines cool-weather weight with summertime echoes of apricots and honey. Hints of toasty oak provide an ample frame for this full-bodied wine that avoids any sense of oiliness or heaviness while remaining bold, rich and long. Drink now–2020.",Domaine des Grands Amandiers,95,Rhône Valley,Joe Czerwinski,@JoeCz,Paul Jaboulet Aîné 2014 Domaine des Grands Amandiers  (Condrieu),Viognier,Paul Jaboulet Aîné
France,"Produced only from Grand Cru vineyards on the north side of the Montagne de Reims (with some Chardonnay from the Côte des Blancs), this wine is beautifully balanced. It is rich and creamy, with just a zing of mineral acidity to give extra freshness. It is just now ready to drink, still fresh although with touches of toast at the end.",Face Nord Millésime Grand Cru Brut,95,Champagne,Roger Voss,@vossroger,Pehu-Simonet 2006 Face Nord Millésime Grand Cru Brut  (Champagne),Champagne Blend,Pehu-Simonet
Australia,"A throwback to the monster Shiraz style of old, with loads of toasty, vanilla-laden oak, meaty nuances and driving, intense boysenberry fruit, the 2004 Grange should prove tremendously long-lived. Its massive concentration and firm tannins suggest cellaring through 2020, after which it should drink well for at least another decade or two.",Grange,96,South Australia,Joe Czerwinski,@JoeCz,Penfolds 2004 Grange Shiraz (South Australia),Shiraz,Penfolds
Australia,"This has all the size and weight you've come to expect from Australia's most famous wine. Huge fruit and huge oak combine in a full-bodied, richly textured package that delivers waves of toasted coconut, vanilla and intense dark berries yet remains embryonic more than five years after the harvest. That said, the texture isn't quite as tight or as fine as some other vintages—expect this to be early maturing by Grange standards, and best from 2020–2040.",Grange,98,South Australia,Joe Czerwinski,@JoeCz,Penfolds 2008 Grange Shiraz (South Australia),Shiraz,Penfolds
Australia,"Penfolds Bin 707 has leapt in quality over the past few vintages. The 2009 features hints of mint, cedar and vanilla accenting ripe cassis fruit. It's full bodied and rich, velvety without being overly soft, with a dusty tannic structure that should support it over two decades or more of aging. Drink 2015–2030+.",Bin 707,95,South Australia,Joe Czerwinski,@JoeCz,Penfolds 2009 Bin 707 Cabernet Sauvignon (South Australia),Cabernet Sauvignon,Penfolds
Australia,"RWT (unromantically derived from “Red Wine Trial”) is 100% Barossa Valley Shiraz, aged in 100% French oak. In some vintages, like this one, the combination is incredibly sumptuous, offering layers of blueberry and blackberry fruit intermingled elegantly with hints of French vanilla. It's long, subtle and complex on the finish—a stunning effort. It's approachable now, but should age well through 2030 or so.",RWT,96,South Australia,Joe Czerwinski,@JoeCz,Penfolds 2009 RWT Shiraz (Barossa Valley),Shiraz,Penfolds
Australia,"This inky, embryonic wine deserves to be cellared until at least 2025 and should drink well for at least 25 years after that. It takes its time opening up in the glass to reveal notes of grilled meat, vanilla and plum. In the mouth, it's full bodied and firmly built, with a wall of chewy tannins surrounding a deep ripe core.",Grange,99,South Australia,Joe Czerwinski,@JoeCz,Penfolds 2010 Grange Shiraz (South Australia),Shiraz,Penfolds
Australia,"This Cabernet equivalent to Grange has exploded in price (I remember tasting the 1996 on release when it was $25 per bottle), but there's no questioning the quality. A deep, intense nose of cassis, earth, menthol and cedar is followed by a full, rich palate that's supple without being soft. Brighter notes of red fruit emerge on the lengthy finish, which is dominated by sweet fruit and creamy lactones. Drink 2020–2030, and probably well beyond.",Bin 707,95,South Australia,Joe Czerwinski,@JoeCz,Penfolds 2014 Bin 707 Cabernet Sauvignon (South Australia),Cabernet Sauvignon,Penfolds
France,"Now at its peak, this impressive wine has moved from fruit to maturity, adding toastiness to its acidity and giving the wine richness. It's full and ripe while keeping the taut, steely edge proper to a Chardonnay Champagne. There's no need to age further. Drink now.",Belle Epoque Blanc de Blancs Brut,95,Champagne,Roger Voss,@vossroger,Perrier Jouët 2004 Belle Epoque Blanc de Blancs Brut Chardonnay (Champagne),Chardonnay,Perrier Jouët
France,"The palest of rosés, this crisp, bright and fruity wine is full of tight acidity, freshly picked raspberries and steely acidity. It could age a few more years to bring out a toastier character. The specially designed bottle has a hummingbird etched on the inside and gold on the outside.",Belle Epoque Brut Rosé,95,Champagne,Roger Voss,@vossroger,Perrier Jouët 2005 Belle Epoque Brut Rosé  (Champagne),Champagne Blend,Perrier Jouët
France,"This is a full-bodied and ripe wine, showing some toastiness as well as concentrated apple and peach flavors. There is a crisp edge to this opulent and rich wine. It has a great future: it is drinkable now, but will continue well into the 2020s.",Belle Epoque Brut,95,Champagne,Roger Voss,@vossroger,Perrier Jouët 2006 Belle Epoque Brut  (Champagne),Champagne Blend,Perrier Jouët
France,"For Perrier-Jouët the symbols of the Belle Epoque are the house calling card. This prestige cuvée, in its stylish flowered bottle, has been released with good maturity, offering toast as well as fruit and a crisp, tight and mineral backdrop. There is an elegant style to the wine, fresh and with poise. Drink now.",Belle Epoque Brut,95,Champagne,Roger Voss,@vossroger,Perrier Jouët 2007 Belle Epoque Brut  (Champagne),Champagne Blend,Perrier Jouët
France,"A limited-edition vintage that Perrier-Jouët releases for summer drinking. It has weight and richness with a soft, fruity dosage that gives touches of yeast and fragrant acidity. Ripe apple, raspberry and citrus fruits are still very present in this wine that is full and balanced. It could do with more bottle age to bring out more of the toast that is just beginning, so drink from 2016.",Belle Epoque Edition Première Brut,95,Champagne,Roger Voss,@vossroger,Perrier Jouët 2007 Belle Epoque Edition Première Brut  (Champagne),Champagne Blend,Perrier Jouët
Italy,"Hailing from the town of Suvereto in the southern Maremma, this sophomore Cabernet-Merlot blend from the same owner as Bellavista and Contadi Castaldi in Franciacorta is flat-out awesome. One whiff of the bouquet says it all: earth, currant, blackberry and coffee. The palate is equally sensational—a magic carpet ride of plum fruit, pure oak and solid but forgiving tannins. Drink and enjoy any time through 2006.",Riserva,95,Tuscany,Michael Schachner,@wineschach,Petra 1998 Riserva Cabernet Sauvignon-Merlot (Toscana),Cabernet Sauvignon-Merlot,Petra
France,"Up the slope above the Grand Cru of Le Montrachet, this vineyard once grew hemp (hence the name, cheneve). This poised wine is both stylish and rich, with good acidity allied to ripe apple and citrus fruits, cut through the mineral texture and promise a generous wine as it ages. Drink from 2020.",Les Chenevottes Premier Cru,95,Burgundy,Roger Voss,@vossroger,Philippe Colin 2014 Les Chenevottes Premier Cru  (Chassagne-Montrachet),Chardonnay,Philippe Colin
Austria,"Floral notes play above the aromatic woodruff and fig-leaf aromas which make this incredibly enticing. The palate is slender, tight and totally concentrated. This is nervy, high-octane stuff, for now boasting lemon and pink grapefruit, without a single ounce of fat—and yet this is not ungenerous.",Supperin,95,Wachau,Anne Krebiehl MW,@AnneInVino,Pichler-Krutzler 2013 Supperin Grüner Veltliner (Wachau),Grüner Veltliner,Pichler-Krutzler
Italy,"This stunning single-vineyard selection is one of Italy's most iconic whites and helped kick off Soave's renaissance. It delivers pressed yellow flowers, golden apples, citrus, melon and mango alongside mineral and toasted almond notes. Already delicious and well balanced, it will age beautifully and develop more complexity for several years at least. Drink through 2021.",La Rocca,95,Veneto,Kerin O’Keefe,@kerinokeefe,Pieropan 2011 La Rocca  (Soave Classico),Garganega,Pieropan
US,"Though still exploring the zesty acid-driven side of Pinot Noir, Marc Piro adds depth and richness to this bottling. Red cherry compote and cordial meet fennel, dill, tarragon and tapenade on the nose. The extremely lively and fresh palate unleashes an array of flower petals, just-pressed tart berries and Kalamata olives. A deep structure and thorough acidity complete the picture.",Presqu'ile Vineyard,95,California,Matt Kettmann,@mattkettmann,Piro 2015 Presqu'ile Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Piro
US,"A stunning Pirouette—63% Cabernet Sauvignon, 22% Merlot, 9% Cab Franc and 6% Petit Verdot. Full and magnificently rich, it is loaded with dense and thrilling fruit flavors of black cherry and cassis. A streak of iron and a hint of citrus keep the wine evolving through a long, beautifully balanced finish. Retasted after being open for 24 hours, the wine was as fresh and thrilling as on the first day.",Red Wine,98,Washington,Paul Gregutt,@paulgwine ,Pirouette 2008 Red Wine Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Pirouette
Italy,"Rose, violet, red berry, mint, menthol and eucalyptus scents lead the nose. Even at this young stage the vibrant palate seamlessly weaves together juicy Morello cherry, wild strawberry, spice and balsamic sensations supported by firm, polished tannins. It already shows breeding and class, but give it time to develop fully. Drink after 2020.",Bussia,95,Piedmont,Kerin O’Keefe,@kerinokeefe,Poderi Aldo Conterno 2010 Bussia  (Barolo),Nebbiolo,Poderi Aldo Conterno
Italy,"Juicy black cherry, tobacco, leather, underbrush, licorice, menthol, mint and balsamic notes all come together on this powerfully structured wine. The succulent, ripe fruit is supported by a solid tannic backbone. It's already delicious but it's still compact and brooding so give it time to unwind. Drink after 2020–2040.",Bussia Cicala,95,Piedmont,Kerin O’Keefe,@kerinokeefe,Poderi Aldo Conterno 2010 Bussia Cicala  (Barolo),Nebbiolo,Poderi Aldo Conterno
US,"Deep gold, the color of honey, picked at 53° brix, this is unbelievably dense and concentrated. Yet with the acidity in place, this wine has balance, support, and depth. It's not a fat, sugary blob. This drinks like a Canadian icewine. Honey, tropical fruits, candied orange, butterscotch, butter and toasted nuts—it just keeps on going.",Ice Wine,95,Washington,Paul Gregutt,@paulgwine ,Poet's Leap 2008 Ice Wine Riesling (Columbia Valley (WA)),Riesling,Poet's Leap
Italy,"Crushed berry, leather, tilled soil, blue flower and a whiff of fennel lead the nose. The ripe palate offers juicy black cherry, black raspberry, white pepper and anise alongside firm, close-grained tannins. Give this time to fully develop and reach its full potential. Drink 2022–2032.",Riserva,97,Tuscany,Kerin O’Keefe,@kerinokeefe,Poggio di Sotto 2010 Riserva  (Brunello di Montalcino),Sangiovese,Poggio di Sotto
Italy,"Initially reserved, this ethereal red took some time to open but it was worth the wait, revealing enticing scents of violet, wild berry, rosemary and Mediterranean brush. The palate is all about extreme elegance, offering wild cherry, crushed strawberry, grilled herb and star anise alongside firm, refined tannins. Best 2018–2023.",Riserva,95,Tuscany,Kerin O’Keefe,@kerinokeefe,Poggio di Sotto 2011 Riserva  (Brunello di Montalcino),Sangiovese,Poggio di Sotto
France,"With its gold color and mature, toasty flavors, this is possibly the greatest Winston Churchill ever. It has weight and richness, with a dense, full and rich texture. It's in perfect balance, bringing together maturity and crisper apple and green plum fruit flavors that are cut with lemon. A mineral edge gives a nervy character that will allow this magnificent wine to age further.",Cuvée Sir Winston Churchill Brut,98,Champagne,Roger Voss,@vossroger,Pol Roger 2002 Cuvée Sir Winston Churchill Brut  (Champagne),Champagne Blend,Pol Roger
France,"This is a thouroughbred, elegant sparkler. With its delicate acidity, apple and grapefruit flavors, and tense, steely texture, it is an extremely well-blanced wine. Although it is ready to drink now, it could certainly age in bottle for many years.",Extra Cuvée de Réserve Blanc de Blancs Brut,95,Champagne,Roger Voss,@vossroger,Pol Roger 2002 Extra Cuvée de Réserve Blanc de Blancs Brut Chardonnay (Champagne),Chardonnay,Pol Roger
France,"Following on from the great 2002 vintage of this wine, the 2004 is equally memorable. It is a magnificent wine, structured and beautifully balanced between the ripe white fruits and the tight texture that will allow it to age many years. While drinkable now, it is still young at 11 years, still with great potential. Drink now, until 2024, and probably beyond.",Cuvée Sir Winston Churchill Brut,97,Champagne,Roger Voss,@vossroger,Pol Roger 2004 Cuvée Sir Winston Churchill Brut  (Champagne),Champagne Blend,Pol Roger
France,"It is the balance that stars with this wine. The fruit, acidity and mineral texture are held together in maturing harmony. Still young, the wine is still in the fruity spectrum and yet is very ready to drink now. The acidity and the link between the soft dosage and freshness are all in place. Drink now and until 2026.",Vintage Brut,95,Champagne,Roger Voss,@vossroger,Pol Roger 2006 Vintage Brut  (Champagne),Champagne Blend,Pol Roger
US,"A gorgeous wine, lush and refined from the first sniff to the last swallow. Rose petals, cotton candy, chocolate-covered cherries—it's a date in a bottle. As the wine rolls across the palate it seems to gain depth and detail, while keeping the exceptionally pretty fruit flavors front and center. Silky and lightly spicy, with cinnamon, toast, mocha and tobacco highlights.",Reserve,95,Oregon,Paul Gregutt,@paulgwine ,Ponzi 2008 Reserve Pinot Noir (Willamette Valley),Pinot Noir,Ponzi
US,"This sensational effort comes from 20-year-old vines. It's a glorious wine; textural, generous and complex. The bright and fruity midpalate blends flavors of peach, quince, honey, tea and caramel, buoyed by juicy acidity and a touch of minerality.",Aurora Vineyard,96,Oregon,Paul Gregutt,@paulgwine ,Ponzi 2012 Aurora Vineyard Chardonnay (Willamette Valley),Chardonnay,Ponzi
US,"A potpourri of exotic scents and flavors, this vineyard selection opens with scents of rose, raspberry, lavender and tea. The palate is generous and complex, mixing in nutmeg, chocolate, star anise and cola. Although it promises many years of life ahead, it's already too good to resist.",Aurora Vineyard,95,Oregon,Paul Gregutt,@paulgwine ,Ponzi 2012 Aurora Vineyard Pinot Noir (Willamette Valley),Pinot Noir,Ponzi
US,"This wine shows exceptional detail—scents of rose petals and milk chocolate, subtle suggestions of dried wood, incense and smoke, and a vein of maple syrup. The foundation is the beautifully ripened cherry fruit, set in 50% new French oak.",Aurora Vineyard,95,Oregon,Paul Gregutt,@paulgwine ,Ponzi 2013 Aurora Vineyard Pinot Noir (Willamette Valley),Pinot Noir,Ponzi
US,"This Ponzi-owned vineyard is in the Chehalem Mountains AVA, yet is listed simply as Willamette Valley. Aromatically intense and intriguing, it opens quickly with scents of chamomile, plum, peach and apricot, leading to hints of honey and tea. Aged entirely in neutral oak, this wine fully engages the palate through a lingering, beautifully proportioned and optimally ripe finish.",Avellana,95,Oregon,Paul Gregutt,@paulgwine ,Ponzi 2013 Avellana Chardonnay (Willamette Valley),Chardonnay,Ponzi
